ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customerreviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variation,26IMG8X12PP240LPP,"Waterbuck in a Field-Lustre Photographic Paper , 20 x 30 cm, 8 x 12 inches",1,0,visible,"I find the Waterbuck to be one of the most beautiful of the Antelope type animals. Normally they are found by water, hence the name but sometimes also standing nicely in the grasses for a simple portrait.","A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,75,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Waterbuck-in-a-Field.jpg,,,26IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,26IMG12X18PP240LPP,"Waterbuck in a Field-Lustre Photographic Paper , 30 x 46 cm, 12 x 18 inches",1,0,visible,"I find the Waterbuck to be one of the most beautiful of the Antelope type animals. Normally they are found by water, hence the name but sometimes also standing nicely in the grasses for a simple portrait.","A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,125,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Waterbuck-in-a-Field.jpg,,,26IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,26IMG16X24PP240LPP,"Waterbuck in a Field-Lustre Photographic Paper , 41 x 61 cm, 16 x 24 inches",1,0,visible,"I find the Waterbuck to be one of the most beautiful of the Antelope type animals. Normally they are found by water, hence the name but sometimes also standing nicely in the grasses for a simple portrait.","A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,175,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Waterbuck-in-a-Field.jpg,,,26IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,26IMG20X30PP240LPP,"Waterbuck in a Field-Lustre Photographic Paper , 51 x 76 cm, 20 x 30 inches",1,0,visible,"I find the Waterbuck to be one of the most beautiful of the Antelope type animals. Normally they are found by water, hence the name but sometimes also standing nicely in the grasses for a simple portrait.","A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Waterbuck-in-a-Field.jpg,,,26IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,26IMG24X36PP240LPP,"Waterbuck in a Field-Lustre Photographic Paper , 61 x 91 cm, 24 x 36 inches",1,0,visible,"I find the Waterbuck to be one of the most beautiful of the Antelope type animals. Normally they are found by water, hence the name but sometimes also standing nicely in the grasses for a simple portrait.","A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,250,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Waterbuck-in-a-Field.jpg,,,26IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,26IMG8X12FA308HPR,"Waterbuck in a Field-Fine Art Print on Premium Photo Rag, 20 x 30 cm, 8 x 12 inches",1,0,visible,"I find the Waterbuck to be one of the most beautiful of the Antelope type animals. Normally they are found by water, hence the name but sometimes also standing nicely in the grasses for a simple portrait.",A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Waterbuck-in-a-Field.jpg,,,26IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,26IMG12X18FA308HPR,"Waterbuck in a Field-Fine Art Print on Premium Photo Rag, 30 x 46 cm, 12 x 18 inches",1,0,visible,"I find the Waterbuck to be one of the most beautiful of the Antelope type animals. Normally they are found by water, hence the name but sometimes also standing nicely in the grasses for a simple portrait.",A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,175,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Waterbuck-in-a-Field.jpg,,,26IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,26IMG16X24FA308HPR,"Waterbuck in a Field-Fine Art Print on Premium Photo Rag, 41 x 61 cm, 16 x 24 inches",1,0,visible,"I find the Waterbuck to be one of the most beautiful of the Antelope type animals. Normally they are found by water, hence the name but sometimes also standing nicely in the grasses for a simple portrait.",A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Waterbuck-in-a-Field.jpg,,,26IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,26IMG20X30FA308HPR,"Waterbuck in a Field-Fine Art Print on Premium Photo Rag, 51 x 76 cm, 20 x 30 inches",1,0,visible,"I find the Waterbuck to be one of the most beautiful of the Antelope type animals. Normally they are found by water, hence the name but sometimes also standing nicely in the grasses for a simple portrait.",A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,250,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Waterbuck-in-a-Field.jpg,,,26IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,26IMG24X36FA308HPR,"Waterbuck in a Field-Fine Art Print on Premium Photo Rag, 61 x 91 cm, 24 x 36 inches",1,0,visible,"I find the Waterbuck to be one of the most beautiful of the Antelope type animals. Normally they are found by water, hence the name but sometimes also standing nicely in the grasses for a simple portrait.",A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,375,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Waterbuck-in-a-Field.jpg,,,26IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,27IMG8X12CAN19SC,"Painted Zebras (digital art)-Stretched Canvas, 20 x 30 cm, 8 x 12 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.","All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,100,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Stretched Canvas,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,27IMG12X18CAN19SC,"Painted Zebras (digital art)-Stretched Canvas, 30 x 46 cm, 12 x 18 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.","All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Stretched Canvas,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,27IMG16X24CAN19SC,"Painted Zebras (digital art)-Stretched Canvas, 41 x 61 cm, 16 x 24 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.","All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Stretched Canvas,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,27IMG20X30CAN19SC,"Painted Zebras (digital art)-Stretched Canvas, 51 x 76 cm, 20 x 30 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.","All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Stretched Canvas,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,27IMG24X36CAN19SC,"Painted Zebras (digital art)-Stretched Canvas, 61 x 91 cm, 24 x 36 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.","All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,325,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Stretched Canvas,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,27IMG8X12PP240LPP,"Painted Zebras (digital art)-Lustre Photographic Paper , 20 x 30 cm, 8 x 12 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.","A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,75,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,27IMG12X18PP240LPP,"Painted Zebras (digital art)-Lustre Photographic Paper , 30 x 46 cm, 12 x 18 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.","A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,125,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,27IMG16X24PP240LPP,"Painted Zebras (digital art)-Lustre Photographic Paper , 41 x 61 cm, 16 x 24 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.","A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,175,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,27IMG20X30PP240LPP,"Painted Zebras (digital art)-Lustre Photographic Paper , 51 x 76 cm, 20 x 30 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.","A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,27IMG24X36PP240LPP,"Painted Zebras (digital art)-Lustre Photographic Paper , 61 x 91 cm, 24 x 36 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.","A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,250,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,27IMG8X12FA308HPR,"Painted Zebras (digital art)-Fine Art Print on Premium Photo Rag, 20 x 30 cm, 8 x 12 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.",A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,27IMG12X18FA308HPR,"Painted Zebras (digital art)-Fine Art Print on Premium Photo Rag, 30 x 46 cm, 12 x 18 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.",A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,175,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,27IMG16X24FA308HPR,"Painted Zebras (digital art)-Fine Art Print on Premium Photo Rag, 41 x 61 cm, 16 x 24 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.",A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,27IMG20X30FA308HPR,"Painted Zebras (digital art)-Fine Art Print on Premium Photo Rag, 51 x 76 cm, 20 x 30 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.",A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,250,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,27IMG24X36FA308HPR,"Painted Zebras (digital art)-Fine Art Print on Premium Photo Rag, 61 x 91 cm, 24 x 36 inches",1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise. This is one of my first attempts to make art from my photos, using photoshop to add a more 'traditional' look.",A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,375,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Painted-Zebras-(digital-art).jpg,,,27IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,28IMG8X12CAN19SC,"Vulture Wingspan-Stretched Canvas, 20 x 30 cm, 8 x 12 inches",1,0,visible,During the great migration a lot of Wildebeest die crossing the rivers leaving nice food for the vultures to scavenge. However as the carcasses are in the water the birds' feathers can get wet and a drying session is necessary. It makes the feather detail so much easier to photograph than on an individual soaring on the thermals.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,100,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Vulture-Wingspan.jpg,,,28IMG,,,,,,,Finish,Stretched Canvas,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,28IMG12X18CAN19SC,"Vulture Wingspan-Stretched Canvas, 30 x 46 cm, 12 x 18 inches",1,0,visible,During the great migration a lot of Wildebeest die crossing the rivers leaving nice food for the vultures to scavenge. However as the carcasses are in the water the birds' feathers can get wet and a drying session is necessary. It makes the feather detail so much easier to photograph than on an individual soaring on the thermals.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Vulture-Wingspan.jpg,,,28IMG,,,,,,,Finish,Stretched Canvas,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,28IMG16X24CAN19SC,"Vulture Wingspan-Stretched Canvas, 41 x 61 cm, 16 x 24 inches",1,0,visible,During the great migration a lot of Wildebeest die crossing the rivers leaving nice food for the vultures to scavenge. However as the carcasses are in the water the birds' feathers can get wet and a drying session is necessary. It makes the feather detail so much easier to photograph than on an individual soaring on the thermals.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Vulture-Wingspan.jpg,,,28IMG,,,,,,,Finish,Stretched Canvas,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,28IMG20X30CAN19SC,"Vulture Wingspan-Stretched Canvas, 51 x 76 cm, 20 x 30 inches",1,0,visible,During the great migration a lot of Wildebeest die crossing the rivers leaving nice food for the vultures to scavenge. However as the carcasses are in the water the birds' feathers can get wet and a drying session is necessary. It makes the feather detail so much easier to photograph than on an individual soaring on the thermals.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Vulture-Wingspan.jpg,,,28IMG,,,,,,,Finish,Stretched Canvas,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,28IMG24X36CAN19SC,"Vulture Wingspan-Stretched Canvas, 61 x 91 cm, 24 x 36 inches",1,0,visible,During the great migration a lot of Wildebeest die crossing the rivers leaving nice food for the vultures to scavenge. However as the carcasses are in the water the birds' feathers can get wet and a drying session is necessary. It makes the feather detail so much easier to photograph than on an individual soaring on the thermals.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,325,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Vulture-Wingspan.jpg,,,28IMG,,,,,,,Finish,Stretched Canvas,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,28IMG8X12PP240LPP,"Vulture Wingspan-Lustre Photographic Paper , 20 x 30 cm, 8 x 12 inches",1,0,visible,During the great migration a lot of Wildebeest die crossing the rivers leaving nice food for the vultures to scavenge. However as the carcasses are in the water the birds' feathers can get wet and a drying session is necessary. It makes the feather detail so much easier to photograph than on an individual soaring on the thermals.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,75,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Vulture-Wingspan.jpg,,,28IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,28IMG12X18PP240LPP,"Vulture Wingspan-Lustre Photographic Paper , 30 x 46 cm, 12 x 18 inches",1,0,visible,During the great migration a lot of Wildebeest die crossing the rivers leaving nice food for the vultures to scavenge. However as the carcasses are in the water the birds' feathers can get wet and a drying session is necessary. It makes the feather detail so much easier to photograph than on an individual soaring on the thermals.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,125,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Vulture-Wingspan.jpg,,,28IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,30 x 46 cm; 12 x 18 inches,,1
