ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customerreviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variable,76IMG,Blue Footed Booby,1,0,visible,The blue feet of the Booby really stand out  in what is a bit of a monochrome landscape. The lava rocks have only limited amounts of green growing on them a lot of the time. The blue is really noticeable agains this grey/green background.,"<p>The blue feet of the Booby really stand out  in what is a bit of a monochrome landscape. The lava rocks have only limited amounts of green growing on them a lot of the time. The blue is really noticeable agains this grey/green background.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Blue-Footed-Booby.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,77IMG,Uncaged Zoo Squirrel,1,0,visible,I am not a fan of going to zoos but sometimes you just have to practice with a new lens before you take it out into the wild. While in Berlin's Tiergarten I met this squirrel who was completely uncaged.,"<p>I am not a fan of going to zoos but sometimes you just have to practice with a new lens before you take it out into the wild. While in Berlin's Tiergarten I met this squirrel who was completely uncaged.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Uncaged-Zoo-Squirrel.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,78IMG,Foraging Squirrel,1,0,visible,Sometimes animals like to live in zoos. I guess the Berlin Tiergarten is in the middle of such a large wooded area that the squirrels don't mind moving between the zoo and the park. This guy was completely uncaged while I was trying out a new lens on some of the moving animals within the zoo.,"<p>Sometimes animals like to live in zoos. I guess the Berlin Tiergarten is in the middle of such a large wooded area that the squirrels don't mind moving between the zoo and the park. This guy was completely uncaged while I was trying out a new lens on some of the moving animals within the zoo.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Foraging-Squirrel.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,79IMG,Northern Gannet,1,0,visible,Gannets are the most beautiful birds on the planet. End of story. Some day I need to get to a breeding colony to see and photograph their 'dance'.,"<p>Gannets are the most beautiful birds on the planet. End of story. Some day I need to get to a breeding colony to see and photograph their 'dance'.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Northern-Gannet.jpg,,,,,,,,,,Finish,Stretched Canvas,1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches",1,1
,variable,80IMG,Immature Gannet in Flight,1,0,visible,The juvenile gannet isn't as beautiful as an adult but the face and eye is starting to get that distinctive look.,"<p>The juvenile gannet isn't as beautiful as an adult but the face and eye is starting to get that distinctive look.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Immature-Gannet-in-Flight.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,81IMG,Atlantic White Sided Dolphin Surfacing,1,0,visible,Well when you go whale watching the best thing you can get a photo of is a whale. If you don't see any then maybe a pod of dolphins will be compensation enough.,"<p>Well when you go whale watching the best thing you can get a photo of is a whale. If you don't see any then maybe a pod of dolphins will be compensation enough.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Atlantic-White-Sided-Dolphin-Surfacing.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,82IMG,Black Spider Monkey BW,1,0,visible,Fota Wildlife park in Cork is dedicated to breeding endangered species. Since they have had a lot of success with cheetahs they are moving out to try and preserve other endangered animals. While visiting I met this black spider monkey who doesn't look to be too enthralled by his life. Is life in captivity worth it to save a species?,"<p>Fota Wildlife park in Cork is dedicated to breeding endangered species. Since they have had a lot of success with cheetahs they are moving out to try and preserve other endangered animals. While visiting I met this black spider monkey who doesn't look to be too enthralled by his life. Is life in captivity worth it to save a species?</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Black-Spider-Monkey-BW.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,83IMG,Red Panda Anticipating Dinner,1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"<p>A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,84IMG,Red Panda Chewing on Bamboo,1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"<p>A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,85IMG,Gull in Flight,1,0,visible,Shooting birds in flight is pretty difficult. As they move the background moves in ways determined by the bird and not you. However after following certain birds for long enough you see where they are going and as the gulls kept flying towards the sun I managed to get the sun reflecting nicely in the water below.,"<p>Shooting birds in flight is pretty difficult. As they move the background moves in ways determined by the bird and not you. However after following certain birds for long enough you see where they are going and as the gulls kept flying towards the sun I managed to get the sun reflecting nicely in the water below.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Gull-in-Flight.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,86IMG,Irish Robin in the Woods,1,0,visible,If you go to popular walks early enough in the morning there is still wildlife there to be seen. Once the hoards of people and their dogs arrive the birds tend to hide. However being out early is always good for photography.,"<p>If you go to popular walks early enough in the morning there is still wildlife there to be seen. Once the hoards of people and their dogs arrive the birds tend to hide. However being out early is always good for photography.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Irish-Robin-in-the-Woods.jpg,,,,,,,,,,Finish,Stretched Canvas,1,1,Size,"20 x 25 cm  8 x 10 inches,41 x 51 cm  16 x 20 inches",1,1
,variable,87IMG,Displaying Peacock,1,0,visible,This is another shot taking while training at my local wildlife park. I have photographed wild peacocks in India but never managed to get a special photograph of them. However here I just love the pattern made by the feathers. I will work on getting one like this in the wild.,"<p>This is another shot taking while training at my local wildlife park. I have photographed wild peacocks in India but never managed to get a special photograph of them. However here I just love the pattern made by the feathers. I will work on getting one like this in the wild.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Displaying-Peacock.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,88IMG,Diving Humpback Whale,1,0,visible,It isn't easy to time whale shots and get their heads in the frame. The tail or flukes are much easier. Also I do think tail shots are a bit more whale like. After all how many of us have seen many whale faces? Tails are what you see all the time when whale watching.,"<p>It isn't easy to time whale shots and get their heads in the frame. The tail or flukes are much easier. Also I do think tail shots are a bit more whale like. After all how many of us have seen many whale faces? Tails are what you see all the time when whale watching.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Diving-Humpback-Whale.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,89IMG,Humpback Tail Fin,1,0,visible,Whale watching in Iceland is wonderful in the early morning in the late autumn. The sun is so low in the sky that it feels like it is sunrise for hours on end.,"<p>Whale watching in Iceland is wonderful in the early morning in the late autumn. The sun is so low in the sky that it feels like it is sunrise for hours on end.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Humpback-Tail-Fin.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,90IMG,Happy Squirrel on Christmas Day,1,0,visible,This squirrel in the Alps is quite active during the winter. The local casino puts out bird feed and nuts regularly through the woods to help support the wildlife during the winter months. The squirrels therefore don't need to store up as much food and are active bird table raiders during the cold season.,"<p>This squirrel in the Alps is quite active during the winter. The local casino puts out bird feed and nuts regularly through the woods to help support the wildlife during the winter months. The squirrels therefore don't need to store up as much food and are active bird table raiders during the cold season.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Happy-Squirrel-on-Christmas-Day.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
